num,Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
698,2023,Alfonso Rivas,2 Tms,48,109,123,25,11,10,1,3,8,15,9,0,36,3,1,1,1,1,0,0.229
699,2023,Jake Cronenworth,SDP,127,458,522,105,64,24,7,10,54,48,46,2,97,11,5,1,8,6,1,0.229
700,2022,Maikel Franco,WSN,103,371,388,85,61,15,0,9,31,39,12,0,75,2,3,0,18,1,0,0.229
701,2023,Ryan Noda,OAK,128,406,495,93,54,22,1,16,63,54,77,1,170,10,2,0,4,3,1,0.229
702,2022,Tyler Naquin,2 Tms,105,310,334,71,37,19,4,11,47,46,19,2,93,4,0,1,3,4,2,0.229
703,2023,Michael Massey,KCR,129,428,461,98,64,18,1,15,42,55,24,0,99,4,4,1,3,6,2,0.229
704,2022,Anthony Rendon,LAA,47,166,193,38,23,10,0,5,15,24,23,0,35,2,2,0,7,2,0,0.229
705,2022,Derek Hill,DET,31,83,92,19,16,2,0,1,8,3,5,0,28,0,1,3,0,3,0,0.229
706,2022,P.J. Higgins,CHC,74,201,229,46,28,11,1,6,23,30,22,0,58,2,1,3,2,0,0,0.229
707,2022,Frank Schwindel,CHC,75,271,292,62,43,11,0,8,23,36,19,1,58,0,2,0,12,0,0,0.229
708,2022,Matt Chapman,TOR,155,538,621,123,68,27,1,27,83,76,68,1,170,10,5,0,7,2,2,0.229
709,2022,Wilmer Flores,SFG,151,525,602,120,72,28,1,19,72,71,59,1,103,11,7,0,7,0,0,0.229
710,2023,Aledmys Díaz,OAK,109,315,344,72,47,20,1,4,25,24,17,2,66,7,4,1,14,1,0,0.229
711,2023,Austin Wells,NYY,19,70,75,16,6,6,0,4,8,13,3,0,14,0,1,0,3,0,0,0.229
712,2023,Drew Waters,KCR,98,302,337,69,45,11,5,8,40,32,27,0,107,5,3,0,4,16,5,0.228
713,2023,Kevin Pillar,ATL,81,197,206,45,26,10,0,9,29,32,6,0,50,0,3,0,2,4,1,0.228
714,2023,Mike Ford,SEA,84,219,251,50,28,6,0,16,32,34,24,0,81,7,1,0,4,0,0,0.228
715,2023,Stuart Fairchild,CIN,97,219,255,50,27,16,2,5,34,28,25,0,69,6,2,3,2,10,3,0.228
716,2022,Kevin Kiermaier,TBR,63,206,221,47,32,8,0,7,28,22,14,0,61,1,0,0,2,6,1,0.228
717,2022,Matt Wallner,MIN,18,57,65,13,8,3,0,2,4,10,6,1,25,2,0,0,0,1,0,0.228
718,2022,Elias Díaz,COL,105,351,381,80,51,18,2,9,29,51,25,0,82,2,3,0,8,0,1,0.228
719,2023,Danny Jansen,TOR,86,268,301,61,29,15,0,17,38,53,23,1,62,10,0,0,3,0,0,0.228
720,2022,Lars Nootbaar,STL,108,290,347,66,33,16,3,14,53,40,51,1,71,1,5,0,3,4,1,0.228
721,2022,Tyler O'Neill,STL,96,334,383,76,50,11,1,14,56,58,38,0,103,4,7,0,9,14,4,0.228
722,2022,Edmundo Sosa,2 Tms,78,176,190,40,23,11,4,2,26,21,5,0,50,7,1,1,6,6,1,0.227
723,2022,Kyle Higashioka,NYY,83,229,248,52,35,7,0,10,27,31,12,0,52,1,4,2,5,0,1,0.227
724,2022,Nicky Lopez,KCR,142,436,480,99,83,12,4,0,51,20,29,0,63,4,1,10,8,13,3,0.227
725,2022,Max Kepler,MIN,115,388,446,88,60,18,1,9,54,43,49,1,66,5,4,0,7,3,2,0.227
726,2022,Jake Meyers,HOU,52,150,160,34,25,6,2,1,13,15,7,0,54,2,1,0,1,2,1,0.227
727,2023,Francisco Mejía,TBR,50,150,160,34,18,11,0,5,22,19,6,0,38,1,2,1,2,0,1,0.227
728,2022,Jonah Heim,TEX,127,406,450,92,55,20,1,16,51,48,41,0,87,1,2,0,10,2,0,0.227
729,2023,Billy McKinney,NYY,48,128,147,29,19,3,1,6,19,14,17,1,39,1,1,0,1,1,0,0.227
730,2023,Jake Meyers,HOU,112,309,341,70,43,16,1,10,42,33,26,0,88,5,1,0,2,5,2,0.227
731,2022,Keston Hiura,MIL,80,234,266,53,30,8,1,14,34,32,23,0,111,8,1,0,3,5,2,0.226
732,2022,Cal Mitchell,PIT,69,212,232,48,32,11,0,5,21,17,18,0,52,0,1,1,3,3,1,0.226
733,2023,Brian Anderson,MIL,96,318,361,72,48,12,3,9,38,40,36,0,108,4,3,0,10,1,3,0.226
734,2023,Jake Alu,WSN,51,159,175,36,31,2,1,2,14,16,10,0,42,3,2,1,2,5,1,0.226
735,2023,Carlos Pérez,OAK,68,168,189,38,28,4,0,6,17,20,13,0,40,4,3,1,4,0,0,0.226
736,2022,Nolan Gorman,STL,89,283,313,64,37,13,0,14,44,35,28,0,103,2,0,0,2,1,0,0.226
737,2022,Luke Voit,2 Tms,135,500,568,113,69,22,0,22,55,69,55,1,179,7,6,0,9,1,1,0.226
738,2023,Mark Mathias,2 Tms,27,62,72,14,12,2,0,0,6,6,10,0,15,0,0,0,4,3,0,0.226
739,2023,José Tena,CLE,18,31,34,7,5,2,0,0,2,3,3,0,13,0,0,0,0,0,0,0.226
740,2023,Eduardo Escobar,2 Tms,100,288,309,65,48,6,5,6,32,31,18,0,78,0,2,1,7,2,1,0.226
741,2022,Marcell Ozuna,ATL,124,470,507,106,64,19,0,23,56,56,31,0,122,2,4,0,12,2,1,0.226
742,2023,Christian Bethancourt,TBR,104,315,332,71,44,16,0,11,49,33,13,0,91,0,3,1,6,1,0,0.225
743,2022,Luis Torrens,SEA,57,151,166,34,29,2,0,3,13,15,12,0,50,1,2,0,5,0,0,0.225
744,2023,J.P. Martínez,TEX,17,40,44,9,7,1,0,1,7,4,2,0,16,0,2,0,0,0,0,0.225
745,2023,Zach Neto,LAA,84,289,329,65,39,17,0,9,38,34,20,0,77,16,3,1,5,5,1,0.225
746,2023,Travis d'Arnaud,ATL,74,267,292,60,36,13,0,11,31,39,21,0,67,3,1,0,6,0,0,0.225
747,2022,Adam Engel,CHW,119,245,260,55,39,13,1,2,32,17,11,1,76,4,0,0,2,12,4,0.224
748,2023,Darin Ruf,2 Tms,20,49,57,11,8,3,0,0,3,3,8,0,16,0,0,0,0,0,0,0.224
749,2022,Dylan Moore,SEA,104,205,255,46,27,11,2,6,41,24,34,2,75,13,1,1,5,21,8,0.224
750,2023,Ramón Laureano,2 Tms,105,361,404,81,50,18,4,9,46,35,33,0,114,9,1,0,9,12,1,0.224
751,2023,Luis Guillorme,NYM,54,107,120,24,16,6,1,1,12,9,10,1,28,0,1,2,4,0,0,0.224
752,2022,Avisaíl García,MIA,98,357,380,80,63,9,0,8,31,35,17,0,109,4,2,0,12,4,0,0.224
753,2022,Victor Robles,WSN,132,366,407,82,64,10,2,6,42,33,17,0,104,9,4,11,3,15,4,0.224
754,2022,Jo Adell,LAA,88,268,285,60,38,12,2,8,22,27,11,0,107,4,1,0,6,4,2,0.224
755,2023,Jack Suwinski,PIT,144,447,534,100,51,21,2,26,63,74,75,2,172,6,6,0,2,13,2,0.224
756,2022,Jonathan Davis,MIL,37,76,91,17,16,1,0,0,9,4,14,0,26,0,0,1,1,7,1,0.224
757,2022,Anthony Rizzo,NYY,130,465,548,104,50,21,1,32,77,75,58,6,101,23,2,0,13,6,5,0.224
758,2022,Byron Buxton,MIN,92,340,382,76,32,13,3,28,61,51,34,0,116,7,1,0,0,6,0,0.224
759,2022,Albert Almora Jr.,CIN,64,215,235,48,32,10,1,5,26,29,17,0,46,1,1,1,9,3,2,0.223
760,2023,Christian Vázquez,MIN,102,327,355,73,54,13,0,6,34,32,25,1,82,1,1,1,11,1,0,0.223
761,2023,Evan Longoria,ARI,74,211,237,47,27,9,0,11,25,28,23,0,73,0,3,0,8,0,0,0.223
762,2022,Jacob Stallings,MIA,114,346,384,77,61,12,0,4,25,34,29,0,83,6,2,1,15,0,1,0.223
763,2022,Pedro Severino,MIL,8,18,21,4,2,2,0,0,0,1,3,0,7,0,0,0,0,0,0,0.222
764,2022,Carlos Pérez,CHW,7,18,18,4,2,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0.222
765,2023,James McCann,BAL,70,207,226,46,26,14,0,6,25,26,9,0,57,5,2,3,5,3,1,0.222
766,2023,Johan Camargo,SFG,8,18,20,4,4,0,0,0,0,2,1,0,4,1,0,0,2,0,0,0.222
767,2023,Adam Haseley,CHW,28,36,39,8,6,2,0,0,6,2,3,0,8,0,0,0,1,1,0,0.222
768,2023,Livan Soto,LAA,4,9,12,2,2,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0.222
769,2022,Brian Anderson,MIA,98,338,383,75,50,16,1,8,43,28,37,2,101,7,1,0,7,1,0,0.222
770,2023,Jose Siri,TBR,101,338,364,75,35,13,2,25,58,56,20,0,130,2,3,1,5,12,3,0.222
771,2022,Josh Donaldson,NYY,132,478,546,106,63,28,0,15,59,62,54,1,148,8,6,0,13,2,2,0.222
772,2022,Enrique Hernández,BOS,93,361,402,80,50,24,0,6,48,45,34,0,71,3,4,0,11,0,2,0.222
773,2023,Seth Brown,OAK,112,343,378,76,42,19,1,14,33,52,30,1,101,2,2,1,6,3,1,0.222
774,2023,Javier Báez,DET,136,510,547,113,82,18,4,9,58,59,24,0,125,9,3,0,12,12,0,0.222
775,2022,Franmil Reyes,2 Tms,118,438,473,97,64,17,2,14,43,47,30,0,157,2,3,0,12,2,1,0.221
776,2022,Chris Taylor,LAD,118,402,454,89,51,25,3,10,45,43,44,2,160,5,3,0,4,10,1,0.221
777,2022,Brandon Lowe,TBR,65,235,266,52,32,10,2,8,31,25,27,0,61,3,1,0,1,1,0,0.221
778,2023,Jesús Aguilar,OAK,36,104,115,23,16,2,0,5,8,9,8,2,31,1,1,0,3,0,0,0.221
779,2023,Nick Allen,OAK,106,303,329,67,57,4,2,4,29,20,17,0,52,1,2,6,8,5,1,0.221
780,2022,Luke Maile,CLE,76,181,206,40,27,10,0,3,19,17,19,0,54,3,3,0,6,0,0,0.221
781,2022,Josh Lowe,TBR,52,181,198,40,24,12,2,2,24,13,15,1,66,1,0,1,1,3,0,0.221
782,2023,José Caballero,SEA,104,231,280,51,37,9,1,4,37,26,28,0,66,17,4,0,0,26,3,0.221
783,2022,Jorge Mateo,BAL,150,494,533,109,64,25,7,13,63,50,27,0,147,5,2,3,8,35,9,0.221
784,2022,Tucker Barnhart,DET,94,281,308,62,51,10,0,1,16,16,25,0,74,1,0,1,7,0,0,0.221
785,2022,Jarren Duran,BOS,58,204,223,45,25,14,3,3,23,17,14,0,63,4,1,0,1,7,1,0.221
786,2023,Luke Voit,MIL,22,68,74,15,12,3,0,0,5,4,4,0,27,2,0,0,3,2,0,0.221
787,2023,Jordan Diaz,OAK,90,272,293,60,41,9,0,10,20,27,17,0,69,3,1,0,10,0,1,0.221
788,2022,Myles Straw,CLE,152,535,596,118,93,22,3,0,72,32,54,0,87,1,4,2,4,21,1,0.221
789,2023,Jake Rogers,DET,107,331,365,73,41,11,0,21,47,49,28,0,118,3,2,1,6,1,1,0.221
790,2023,Endy Rodríguez,PIT,57,186,204,41,29,7,2,3,27,13,17,0,49,0,1,0,3,0,0,0.22
791,2022,Pavin Smith,ARI,75,245,277,54,36,9,0,9,24,33,28,1,67,1,3,0,2,1,0,0.22
792,2022,Kevin Plawecki,2 Tms,64,168,186,37,28,8,0,1,15,13,14,0,32,2,1,1,6,0,0,0.22
793,2023,Daulton Varsho,TOR,158,527,581,116,70,23,3,20,65,61,45,0,135,4,3,1,5,16,7,0.22
794,2022,Vimael Machín,OAK,73,223,253,49,36,12,0,1,26,13,25,0,47,2,3,0,6,1,1,0.22
795,2023,Michael A. Taylor,MIN,129,355,388,78,42,14,1,21,48,51,26,0,130,3,1,3,7,13,1,0.22
796,2023,Dominic Canzone,2 Tms,59,173,182,38,19,13,0,6,23,21,8,0,32,1,0,0,5,1,0,0.22
797,2022,Sergio Alcántara,2 Tms,93,205,224,45,30,8,1,6,26,29,12,0,57,1,4,2,6,1,2,0.22
798,2023,Hanser Alberto,CHW,30,82,90,18,10,5,0,3,11,16,4,0,13,1,1,2,1,0,0,0.22
799,2022,Jesse Winker,SEA,136,456,547,100,71,15,0,14,51,53,84,1,103,4,3,0,8,0,0,0.219
800,2023,Rafael Ortega,NYM,47,114,136,25,21,3,0,1,16,8,20,0,33,1,0,1,0,6,1,0.219
801,2022,Rowdy Tellez,MIL,153,529,599,116,58,23,0,35,67,89,62,9,121,5,3,0,20,2,1,0.219
802,2023,Jean Segura,MIA,85,301,326,66,56,5,2,3,25,21,22,1,47,2,0,1,12,6,2,0.219
803,2023,Dylan Carlson,STL,76,219,255,48,34,8,1,5,27,27,26,0,49,7,3,0,4,3,0,0.219
804,2022,Franchy Cordero,BOS,84,242,275,53,27,17,1,8,36,29,28,1,92,1,2,2,1,4,1,0.219
805,2022,Daz Cameron,DET,21,64,70,14,9,3,1,1,6,8,5,0,20,1,0,0,1,2,0,0.219
806,2023,Tyler Fitzgerald,SFG,10,32,34,7,3,2,0,2,3,5,2,0,10,0,0,0,0,2,0,0.219
807,2022,Andy Ibáñez,TEX,40,119,128,26,21,4,0,1,13,9,9,0,21,0,0,0,0,3,0,0.218
808,2023,Osleivis Basabe,TBR,31,87,94,19,13,5,0,1,15,12,6,0,25,1,0,0,2,0,1,0.218
809,2022,Kyle Schwarber,PHI,155,577,669,126,56,21,3,46,100,94,86,3,200,4,2,0,10,10,1,0.218
810,2022,Shea Langeliers,OAK,40,142,153,31,14,10,1,6,14,22,9,0,53,0,2,0,4,0,0,0.218
811,2023,Jose Barrero,CIN,46,133,149,29,19,8,0,2,15,17,15,0,44,0,1,0,1,3,2,0.218
812,2023,Akil Baddoo,DET,112,312,357,68,43,13,1,11,40,34,42,2,89,0,1,2,4,14,3,0.218
813,2023,Brice Turang,MIL,137,404,448,88,70,9,3,6,46,34,38,1,94,1,2,3,9,26,4,0.218
814,2022,Alcides Escobar,WSN,42,124,131,27,21,4,2,0,12,8,5,0,32,2,0,0,1,1,1,0.218
815,2022,Tyler Wade,LAA,67,147,163,32,26,5,0,1,22,8,10,0,33,1,0,5,3,8,5,0.218
816,2022,Matt Thaiss,LAA,29,69,81,15,12,1,0,2,9,8,11,1,24,0,1,0,2,1,0,0.217
817,2022,MJ Melendez,KCR,129,460,534,100,58,21,3,18,57,62,66,1,131,1,7,0,2,2,3,0.217
818,2023,Greg Allen,NYY,22,23,28,5,2,1,1,1,6,1,2,0,10,2,0,1,0,3,1,0.217
819,2023,Drew Ellis,PHI,12,23,29,5,3,0,0,2,4,4,6,0,7,0,0,0,0,0,1,0.217
820,2023,Willy Adames,MIL,149,553,638,120,65,29,2,24,73,80,71,1,165,6,6,0,12,5,3,0.217
821,2023,Jorge Mateo,BAL,116,318,350,69,46,14,2,7,58,34,22,0,82,1,3,5,8,32,5,0.217
822,2022,Buddy Kennedy,ARI,30,83,94,18,13,2,2,1,10,12,8,0,23,1,2,0,1,0,0,0.217
823,2022,Jeimer Candelario,DET,124,429,467,93,59,19,2,13,49,50,28,1,109,6,4,0,9,0,1,0.217
824,2023,Blake Perkins,MIL,67,143,168,31,20,7,0,4,28,20,23,0,46,0,0,2,3,5,2,0.217
825,2023,Gary Sánchez,2 Tms,75,240,267,52,24,9,0,19,33,47,21,0,67,4,2,0,3,0,0,0.217
826,2022,Tyler Heineman,2 Tms,62,157,174,34,26,8,0,0,16,9,8,0,17,5,0,4,3,1,0,0.217
827,2023,Kole Calhoun,CLE,43,157,174,34,21,7,0,6,18,25,13,0,37,2,2,0,3,0,1,0.217
828,2023,Pete Alonso,NYM,154,568,658,123,54,21,2,46,92,118,65,6,151,21,4,0,17,4,1,0.217
829,2022,Jake Lamb,2 Tms,41,97,111,21,11,6,1,3,13,6,11,0,38,3,0,0,4,0,1,0.216
830,2023,Oscar Colás,CHW,75,245,263,53,39,9,0,5,32,19,12,1,71,2,2,2,5,4,3,0.216
831,2022,Clint Frazier,CHC,19,37,45,8,5,3,0,0,4,1,7,0,11,1,0,0,1,1,0,0.216
832,2022,Michael Toglia,COL,31,111,120,24,12,8,2,2,10,12,9,0,44,0,0,0,2,1,1,0.216
833,2022,Aaron Hicks,NYY,130,384,453,83,64,9,2,8,54,40,62,3,109,4,2,1,10,10,3,0.216
834,2022,Hoy Park,PIT,23,51,60,11,7,2,0,2,7,6,4,0,15,1,2,2,0,1,0,0.216
835,2023,Jake Lamb,LAA,19,51,54,11,8,1,0,2,7,5,3,0,15,0,0,0,1,0,0,0.216
836,2023,Rowdy Tellez,MIL,106,311,351,67,44,9,1,13,26,47,35,2,86,0,5,0,11,0,0,0.215
837,2022,Andrew Knizner,STL,97,260,293,56,42,10,0,4,28,25,26,0,62,6,0,1,9,0,1,0.215
838,2022,Roman Quinn,2 Tms,44,79,87,17,12,3,2,0,15,7,7,0,36,1,0,0,0,4,3,0.215
839,2022,Jared Walsh,LAA,118,423,454,91,56,18,2,15,41,44,27,4,138,4,0,0,6,2,1,0.215
840,2022,Joey Bart,SFG,97,261,291,56,39,6,0,11,34,25,26,0,112,4,0,0,5,2,1,0.215
841,2022,Bobby Dalbec,BOS,117,317,353,68,45,9,2,12,40,39,29,0,118,3,4,0,5,3,0,0.215
842,2022,Mike Yastrzemski,SFG,148,485,558,104,54,31,2,17,73,57,61,0,141,5,6,1,3,5,1,0.214
843,2022,Mike Moustakas,CIN,78,252,285,54,35,12,0,7,30,25,24,0,75,6,3,0,8,2,0,0.214
844,2022,Cam Gallagher,KCR,18,42,47,9,4,5,0,0,1,5,3,0,13,0,0,2,0,0,0,0.214
845,2022,Brandon Dixon,SDP,5,14,14,3,2,1,0,0,1,1,0,0,5,0,0,0,1,0,0,0.214
846,2023,Brad Miller,TEX,27,56,67,12,7,4,0,1,8,6,10,0,11,0,1,0,1,0,0,0.214
847,2022,Jesús Sánchez,MIA,98,313,343,67,37,14,3,13,38,36,26,0,92,3,1,0,7,1,0,0.214
848,2022,Sheldon Neuse,OAK,89,271,293,58,48,4,2,4,25,26,20,0,80,2,0,0,5,6,1,0.214
849,2022,Mauricio Dubón,2 Tms,104,243,265,52,38,9,0,5,31,24,13,0,30,1,5,3,7,2,3,0.214
850,2023,Oscar Gonzalez,CLE,54,173,180,37,26,7,2,2,15,12,5,0,46,1,1,0,2,0,0,0.214
851,2022,Yadier Molina,STL,80,262,270,56,43,8,0,5,19,24,5,0,40,2,1,0,10,2,0,0.214
852,2023,Matt Thaiss,LAA,95,262,307,56,41,6,0,9,32,31,36,1,83,6,3,0,4,2,0,0.214
853,2023,Miguel Amaya,CHC,53,131,156,28,19,4,0,5,17,18,12,0,40,11,1,1,2,0,0,0.214
854,2022,Travis Demeritte,ATL,26,89,96,19,14,2,0,3,9,6,6,0,32,0,1,0,2,0,0,0.213
855,2022,Jake Cave,MIN,54,164,177,35,20,7,3,5,17,20,11,0,49,0,2,0,2,2,0,0.213
856,2023,Henry Davis,PIT,62,225,255,48,31,10,0,7,27,24,25,2,69,4,1,0,3,3,5,0.213
857,2023,Jonathan Schoop,DET,55,136,151,29,21,8,0,0,15,7,13,0,37,0,2,0,6,0,0,0.213
858,2023,Trevor Larnach,MIN,58,183,212,39,21,7,3,8,26,40,27,1,72,0,2,0,2,1,1,0.213
859,2022,Aramis Garcia,CIN,47,108,115,23,20,2,0,1,6,4,3,0,34,2,0,2,4,0,1,0.213
860,2022,Jason Delay,PIT,57,155,167,33,26,6,0,1,17,11,9,0,50,2,0,1,4,0,2,0.213
861,2022,Joshua Palacios,WSN,29,47,49,10,8,2,0,0,8,2,1,0,15,1,0,0,0,1,0,0.213
862,2022,Jose Siri,2 Tms,104,301,325,64,42,13,2,7,53,24,20,0,108,3,1,0,3,14,2,0.213
863,2022,Brandon Belt,SFG,78,254,298,54,36,9,1,8,25,23,37,2,81,6,1,0,9,1,0,0.213
864,2022,Adam Duvall,ATL,86,287,315,61,32,16,1,12,39,36,21,0,101,5,2,0,2,0,2,0.213
865,2022,René Pinto,TBR,25,80,83,17,12,3,0,2,5,10,2,0,35,1,0,0,3,0,0,0.213
866,2023,Brett Baty,NYM,108,353,389,75,54,12,0,9,41,34,29,0,109,2,1,1,8,2,0,0.212
867,2022,Austin Barnes,LAD,62,179,212,38,24,6,0,8,31,26,27,0,37,3,1,2,5,2,1,0.212
868,2022,Ezequiel Tovar,COL,9,33,35,7,5,1,0,1,2,2,2,0,9,0,0,0,0,0,0,0.212
869,2023,Nick Ahmed,ARI,72,198,210,42,29,10,1,2,14,17,12,0,52,0,0,0,0,5,1,0.212
870,2023,Joey Wendle,MIA,112,297,318,63,42,16,3,2,33,20,13,0,67,2,3,3,8,7,1,0.212
871,2023,Joey Ortiz,BAL,15,33,34,7,6,1,0,0,4,4,0,0,9,0,1,0,2,0,0,0.212
872,2022,Eddie Rosario,ATL,80,250,270,53,35,12,1,5,27,24,17,0,68,0,3,0,3,3,0,0.212
873,2023,Jake Cave,PHI,65,184,203,39,25,8,1,5,18,21,15,0,55,1,2,1,3,3,0,0.212
874,2022,Brad Miller,TEX,81,222,241,47,37,3,0,7,20,32,18,0,70,0,1,0,3,4,2,0.212
875,2023,Max Muncy,LAD,135,482,579,102,48,17,1,36,95,105,85,4,153,6,6,0,8,1,2,0.212
876,2022,Yoán Moncada,CHW,104,397,433,84,53,18,1,12,41,51,32,2,114,2,1,1,5,2,0,0.212
877,2023,Rodolfo Castro,2 Tms,92,227,256,48,35,7,0,6,21,24,23,1,74,5,1,0,4,1,4,0.211
878,2023,Oswaldo Cabrera,NYY,115,298,330,63,47,11,0,5,35,29,25,1,72,2,2,3,6,8,0,0.211
879,2023,Lawrence Butler,OAK,42,123,129,26,18,4,0,4,10,10,4,0,35,1,1,0,5,0,0,0.211
880,2022,Carson Kelly,ARI,104,317,354,67,42,18,0,7,40,35,29,0,71,4,4,0,10,2,0,0.211
881,2023,Jose Miranda,MIN,40,142,152,30,23,4,0,3,12,13,9,0,24,1,0,0,8,0,0,0.211
882,2023,Jace Peterson,2 Tms,134,374,430,79,59,10,4,6,35,37,47,2,101,4,3,2,7,15,2,0.211
883,2022,Giancarlo Stanton,NYY,110,398,452,84,46,7,0,31,53,78,50,2,137,0,3,0,8,0,0,0.211
884,2022,Garrett Hampson,COL,90,199,226,42,30,7,3,2,29,15,21,0,63,1,2,3,3,12,2,0.211
885,2022,Colin Moran,CIN,42,109,128,23,15,3,0,5,11,23,16,0,30,0,3,0,4,0,0,0.211
886,2023,Mark Vientos,NYM,65,218,233,46,31,5,1,9,19,22,10,0,71,3,2,0,5,1,0,0.211
887,2022,Ramón Laureano,OAK,94,346,383,73,42,18,0,13,49,34,25,0,104,12,0,0,6,11,6,0.211
888,2022,Kyle Isbel,KCR,106,256,278,54,35,10,4,5,32,28,16,0,75,3,2,1,5,9,6,0.211
889,2023,Omar Narváez,NYM,49,128,146,27,20,5,0,2,12,7,14,0,27,0,3,1,1,0,0,0.211
890,2022,Cal Raleigh,SEA,119,370,415,78,30,20,1,27,46,63,38,0,122,2,5,0,5,1,0,0.211
891,2022,Yairo Muñoz,PHI,29,57,60,12,7,2,0,3,7,7,3,0,10,0,0,0,0,1,0,0.211
892,2022,Spencer Steer,CIN,28,95,108,20,13,5,0,2,12,8,11,0,26,2,0,0,2,0,1,0.211
893,2022,Cody Bellinger,LAD,144,504,550,106,57,27,3,19,70,68,38,0,150,2,6,0,7,14,3,0.21
894,2022,Didi Gregorius,PHI,63,214,232,45,31,9,4,1,17,19,13,0,36,3,2,0,0,1,0,0.21
895,2023,Jose Trevino,NYY,55,157,168,33,25,4,0,4,15,15,8,0,22,2,0,1,6,0,0,0.21
896,2022,Leury García,CHW,97,300,315,63,52,8,0,3,38,20,7,0,65,3,3,2,6,2,0,0.21
897,2023,Brett Sullivan,SDP,33,81,86,17,13,3,0,1,7,6,4,0,19,0,1,0,1,0,0,0.21
898,2023,Gabriel Arias,CLE,122,315,345,66,41,15,0,10,36,26,28,0,113,1,1,0,9,3,4,0.21
899,2023,Francisco Alvarez,NYM,123,382,423,80,43,12,0,25,51,63,34,0,110,6,1,0,14,2,0,0.209
900,2023,Luken Baker,STL,33,86,99,18,13,3,0,2,9,10,13,0,31,0,0,0,1,0,0,0.209
901,2022,Robbie Grossman,2 Tms,129,411,477,86,59,19,1,7,40,45,56,0,129,6,4,0,3,6,2,0.209
902,2022,J.J. Matijevic,HOU,32,67,71,14,10,2,0,2,7,5,2,0,25,2,0,0,1,1,0,0.209
903,2023,Tony Kemp,OAK,124,359,419,75,54,13,3,5,42,27,44,0,40,6,3,7,9,15,4,0.209
904,2023,Anthony Volpe,NYY,159,541,601,113,65,23,4,21,62,60,52,0,167,5,2,1,10,24,5,0.209
905,2023,Nick Gonzales,PIT,35,115,128,24,13,8,1,2,12,13,6,0,36,4,2,1,0,0,1,0.209
906,2023,Mitch Haniger,SFG,61,211,229,44,24,13,1,6,27,28,15,0,65,2,1,0,7,1,0,0.209
907,2022,Yu Chang,4 Tms,69,168,190,35,25,6,0,4,19,15,16,0,59,4,2,0,5,0,1,0.208
908,2022,Jonathan Villar,2 Tms,59,202,220,42,31,6,2,3,25,18,15,0,59,0,2,1,4,7,0,0.208
909,2023,Jose Herrera,ARI,43,101,120,21,16,5,0,0,15,7,13,0,30,0,1,5,2,1,0,0.208
910,2023,Jordan Luplow,2 Tms,39,77,90,16,11,3,0,2,11,5,12,1,27,1,0,0,1,2,0,0.208
911,2023,Austin Wynns,3 Tms,51,130,145,27,20,6,0,1,11,10,9,0,39,2,1,3,4,1,0,0.208
912,2022,Ryan Jeffers,MIN,67,212,236,44,26,10,1,7,25,27,23,0,62,0,0,1,6,0,0,0.208
913,2023,Trey Cabbage,LAA,22,53,56,11,7,3,0,1,5,7,2,0,26,0,1,0,1,1,1,0.208
914,2022,Mitch Garver,TEX,54,188,215,39,22,7,0,10,23,24,23,0,53,2,2,0,3,1,1,0.207
915,2022,Jorge Soler,MIA,72,270,306,56,30,13,0,13,32,34,31,1,90,3,1,0,9,0,2,0.207
916,2022,LaMonte Wade Jr.,SFG,77,217,251,45,29,7,1,8,29,26,26,0,51,5,1,2,0,1,0,0.207
917,2022,Nick Allen,OAK,100,299,326,62,45,13,0,4,31,19,19,0,64,1,1,6,5,3,2,0.207
918,2022,Nick Solak,TEX,35,82,95,17,13,1,0,3,14,4,7,0,19,5,0,1,1,3,2,0.207
919,2023,Byron Buxton,MIN,85,304,347,63,28,17,1,17,49,42,35,2,109,4,4,0,3,9,0,0.207
920,2023,Paul DeJong,3 Tms,112,372,400,77,50,13,0,14,41,38,21,0,121,5,2,0,10,4,4,0.207
921,2022,Dérmis Garcia,OAK,39,116,125,24,13,6,0,5,13,20,8,0,55,1,0,0,1,0,0,0.207
922,2023,Dylan Moore,SEA,67,145,165,30,13,9,1,7,18,19,16,0,56,4,0,0,1,7,3,0.207
923,2023,Carter Kieboom,WSN,27,87,94,18,12,2,0,4,12,11,6,0,27,1,0,0,2,0,0,0.207
924,2023,Jo Adell,LAA,17,58,62,12,5,3,1,3,7,6,4,0,25,0,0,0,1,1,0,0.207
925,2023,Joey Bart,SFG,30,87,95,18,13,5,0,0,9,5,3,0,23,4,1,0,0,0,0,0.207
926,2022,Patrick Wisdom,CHC,134,469,534,97,44,28,0,25,67,66,53,1,183,9,2,1,8,8,4,0.207
927,2022,Óscar Mercado,2 Tms,55,121,128,25,14,6,1,4,17,16,5,0,29,1,1,0,4,2,2,0.207
928,2022,Rougned Odor,BAL,135,426,472,88,53,19,3,13,49,53,32,1,109,10,4,0,9,6,1,0.207
929,2022,Peyton Burdick,MIA,32,92,102,19,11,4,0,4,8,11,8,0,35,2,0,0,1,1,0,0.207
930,2022,Tucupita Marcano,PIT,49,160,177,33,23,6,2,2,18,13,10,0,44,1,1,5,1,2,1,0.206
