#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
501,2022,Rafael Ortega,CHC,118,371,7,35,35,12,11.90%,19.90%,0.117,0.285,0.241,0.331,0.358,0.305,,96,-3.5,-5.1,-0.7,0.7
502,2023,Endy Rodríguez,PIT,57,204,3,27,13,0,8.30%,24.00%,0.108,0.281,0.22,0.284,0.328,0.271,,65,0.2,-8.5,8.6,0.7
503,2022,Geraldo Perdomo,ARI,148,500,5,58,40,9,10.00%,20.60%,0.067,0.243,0.195,0.285,0.262,0.253,,60,5.4,-18.1,7.8,0.7
504,2023,Blake Sabol,SFG,110,344,13,36,44,4,7.00%,34.00%,0.158,0.33,0.235,0.301,0.394,0.303,,92,1.1,-2.2,-2.5,0.7
505,2022,David Fletcher,LAA,61,228,2,20,17,1,3.10%,7.00%,0.079,0.268,0.255,0.288,0.333,0.275,,75,-1.5,-7.9,7.3,0.7
506,2023,Jacob Young,WSN,33,121,0,9,12,13,8.30%,18.20%,0.084,0.318,0.252,0.322,0.336,0.294,,82,3.8,1.1,1.7,0.7
507,2022,Joey Bart,SFG,97,291,11,34,25,2,8.90%,38.50%,0.149,0.326,0.215,0.296,0.364,0.294,,92,-1.5,-4.3,1,0.7
508,2022,Orlando Arcia,ATL,68,234,9,25,30,0,9.00%,21.80%,0.172,0.278,0.244,0.316,0.416,0.321,,105,-0.1,1.2,-2.6,0.7
509,2022,Alex Call,2 Tms,47,131,5,18,13,3,11.50%,22.90%,0.175,0.278,0.237,0.336,0.412,0.332,,114,0.3,2.4,-0.4,0.7
510,2022,Kyle Isbel,KCR,106,278,5,32,28,9,5.80%,27.00%,0.129,0.275,0.211,0.264,0.34,0.265,,66,-0.8,-11.4,8.9,0.7
511,2023,Dylan Moore,SEA,67,165,7,18,19,7,9.70%,33.90%,0.221,0.28,0.207,0.303,0.428,0.317,,105,0.6,1.6,-0.6,0.7
512,2022,Conner Capel,2 Tms,22,59,3,7,11,1,8.50%,16.90%,0.212,0.317,0.308,0.356,0.519,0.371,,148,-0.3,2.9,1.5,0.7
513,2022,Willi Castro,DET,112,392,8,47,31,9,3.80%,20.90%,0.126,0.288,0.241,0.284,0.367,0.285,,84,1.6,-5.4,-0.9,0.7
514,2023,René Pinto,TBR,39,105,6,10,16,0,1.90%,32.40%,0.204,0.317,0.252,0.267,0.456,0.306,,98,-0.7,-1,4,0.7
515,2022,Mark Mathias,2 Tms,30,91,6,13,20,3,9.90%,33.00%,0.259,0.304,0.247,0.319,0.506,0.353,,130,1.1,4.2,-0.9,0.7
516,2023,Randal Grichuk,2 Tms,118,471,16,65,44,2,6.20%,20.40%,0.191,0.309,0.267,0.321,0.459,0.333,,100,-2.9,-2.6,-6.9,0.7
517,2022,Yonathan Daza,COL,113,408,2,56,34,0,6.40%,14.20%,0.083,0.347,0.301,0.349,0.384,0.323,,93,-0.1,-3.5,-4.2,0.6
518,2023,Ernie Clement,TOR,30,52,1,7,10,1,1.90%,7.70%,0.12,0.391,0.38,0.385,0.5,0.378,,144,0.8,3.5,1.2,0.6
519,2022,Joey Gallo,2 Tms,126,410,19,48,47,3,13.70%,39.80%,0.197,0.219,0.16,0.28,0.357,0.286,,86,0.5,-5.9,-1.3,0.6
520,2022,Alek Thomas,ARI,113,411,8,45,39,4,5.40%,18.00%,0.113,0.263,0.231,0.275,0.344,0.272,,72,1.8,-11.3,3.5,0.6
521,2023,Dominic Fletcher,ARI,28,102,2,10,14,0,6.90%,21.60%,0.14,0.377,0.301,0.35,0.441,0.34,,113,-0.7,0.8,2.1,0.6
522,2022,Meibrys Viloria,TEX,26,75,2,10,5,0,14.70%,38.70%,0.111,0.242,0.159,0.28,0.27,0.256,,61,1.6,-1.7,5.4,0.6
523,2023,Masataka Yoshida,BOS,140,580,15,71,72,8,5.90%,14.00%,0.156,0.316,0.289,0.338,0.445,0.339,,109,-5,1.6,-14.9,0.6
524,2023,Mike Ford,SEA,84,251,16,32,34,0,9.60%,32.30%,0.247,0.276,0.228,0.323,0.475,0.343,,123,-2.2,4.7,-6.9,0.6
525,2022,Aledmys Díaz,HOU,92,327,12,35,38,1,5.50%,16.20%,0.161,0.256,0.243,0.287,0.403,0.301,,96,-3.8,-5.1,0.7,0.6
526,2023,Joc Pederson,SFG,121,425,15,59,51,0,13.40%,20.90%,0.182,0.268,0.235,0.348,0.416,0.331,,111,-1.2,4.4,-12.6,0.6
527,2022,TJ Friedl,CIN,72,258,8,33,25,7,7.80%,15.50%,0.196,0.251,0.24,0.314,0.436,0.323,,103,0.9,1.7,-4.5,0.6
528,2022,José Azocar,SDP,98,216,0,24,10,5,5.60%,20.40%,0.074,0.327,0.257,0.298,0.332,0.278,,82,-1.6,-6.1,4.6,0.6
529,2022,Yan Gomes,CHC,86,293,8,23,31,2,2.70%,16.00%,0.13,0.252,0.235,0.26,0.365,0.271,,73,-2,-11.2,7,0.6
530,2023,Hunter Renfroe,2 Tms,140,548,20,60,60,0,8.00%,22.80%,0.183,0.27,0.233,0.297,0.416,0.308,,92,-1.5,-6.6,-6,0.6
531,2023,Christian Bethancourt,TBR,104,332,11,49,33,1,3.90%,27.40%,0.156,0.278,0.225,0.254,0.381,0.271,,74,-0.9,-11.4,6.1,0.6
532,2022,Kris Bryant,COL,42,181,5,28,14,0,9.40%,14.90%,0.169,0.338,0.306,0.376,0.475,0.37,,125,-0.6,4.6,-5,0.6
533,2022,Garrett Stubbs,PHI,50,121,5,19,16,2,11.60%,24.80%,0.198,0.324,0.264,0.35,0.462,0.355,,129,1.5,5.5,-4,0.6
534,2022,Stuart Fairchild,3 Tms,46,110,5,14,6,0,7.30%,30.90%,0.216,0.328,0.247,0.336,0.464,0.35,,123,-1.2,1.6,0.3,0.6
535,2022,Jonathan Davis,MIL,37,91,0,9,4,7,15.40%,28.60%,0.013,0.34,0.224,0.344,0.237,0.278,,77,1.7,-0.8,3.3,0.6
536,2022,Mike Brosseau,MIL,70,160,6,15,23,2,8.80%,30.00%,0.163,0.345,0.255,0.344,0.418,0.338,,118,0.8,4.1,-3.9,0.6
537,2023,Miguel Amaya,CHC,53,156,5,17,18,0,7.70%,25.60%,0.145,0.264,0.214,0.329,0.359,0.31,,94,0,-1.2,1.6,0.6
538,2023,Miguel Rojas,LAD,125,423,5,49,31,8,6.10%,11.30%,0.086,0.255,0.236,0.29,0.322,0.271,,69,-1.9,-18.1,9.4,0.6
539,2023,Wilyer Abreu,BOS,28,85,2,10,14,3,10.60%,27.10%,0.158,0.431,0.316,0.388,0.474,0.375,,135,-0.6,2.9,-0.2,0.6
540,2022,Michael Massey,KCR,52,194,4,16,17,3,4.60%,23.70%,0.133,0.304,0.243,0.307,0.376,0.302,,92,1.4,-0.4,-0.5,0.6
541,2022,Roberto Pérez,PIT,21,69,2,8,8,0,13.00%,36.20%,0.133,0.364,0.233,0.333,0.367,0.315,,101,-0.3,-0.2,3.2,0.6
542,2022,Tyler Heineman,2 Tms,62,174,0,16,9,1,4.60%,9.80%,0.051,0.243,0.217,0.276,0.268,0.248,,56,-1.1,-10,9.4,0.5
543,2022,Donovan Solano,CIN,80,304,4,22,24,0,6.30%,20.10%,0.101,0.349,0.284,0.339,0.385,0.319,,100,-2,-2.1,-3,0.5
544,2023,Ty France,SEA,158,665,12,79,58,1,6.50%,17.60%,0.116,0.294,0.25,0.337,0.366,0.315,,104,-9.8,-7,-10.2,0.5
545,2022,Odúbel Herrera,PHI,62,197,5,23,21,6,5.60%,21.30%,0.141,0.281,0.238,0.279,0.378,0.287,,82,0.8,-3.2,1.6,0.5
546,2022,Jorge Alfaro,SDP,82,274,7,25,40,1,4.00%,35.80%,0.137,0.364,0.246,0.285,0.383,0.291,,91,0,-2.9,-1.4,0.5
547,2022,Martín Maldonado,HOU,113,379,15,40,45,0,5.80%,30.60%,0.166,0.228,0.186,0.248,0.352,0.264,,70,-3.9,-16.5,9.4,0.5
548,2023,Iván Herrera,STL,13,44,0,6,4,0,11.40%,25.00%,0.054,0.423,0.297,0.409,0.351,0.349,,122,0.6,1.7,2,0.5
549,2023,Michael Massey,KCR,129,461,15,42,55,6,5.20%,21.50%,0.152,0.261,0.229,0.274,0.381,0.283,,73,2.1,-12.8,2.4,0.5
550,2022,Nick Allen,OAK,100,326,4,31,19,3,5.80%,19.60%,0.084,0.25,0.207,0.256,0.291,0.245,,60,0.5,-14,8.6,0.5
551,2023,Rafael Ortega,NYM,47,136,1,16,8,6,14.70%,24.30%,0.053,0.3,0.219,0.341,0.272,0.288,,83,2.6,-0.3,0.8,0.5
552,2022,Kerry Carpenter,DET,31,113,6,16,10,0,5.30%,28.30%,0.233,0.303,0.252,0.31,0.485,0.342,,124,-0.1,3,-1.7,0.5
553,2022,Stone Garrett,ARI,27,84,4,13,10,3,3.60%,32.10%,0.263,0.37,0.276,0.309,0.539,0.36,,132,-0.1,3.1,-1.1,0.5
554,2022,Rougned Odor,BAL,135,472,13,49,53,6,6.80%,23.10%,0.15,0.244,0.207,0.275,0.357,0.278,,82,1.4,-8.3,-2,0.5
555,2023,Christian Encarnacion-St...,CIN,63,241,13,29,37,2,5.80%,28.60%,0.207,0.336,0.27,0.328,0.477,0.346,,112,-2.4,1.3,-4.4,0.5
556,2023,Alek Thomas,ARI,125,402,9,51,39,9,4.70%,21.40%,0.144,0.273,0.23,0.273,0.374,0.278,,71,3.7,-10.6,1.9,0.5
557,2022,David Bote,CHC,41,127,4,15,12,1,4.70%,35.40%,0.172,0.382,0.259,0.315,0.431,0.325,,110,-0.2,1.3,-0.8,0.5
558,2022,Tom Murphy,SEA,14,42,1,9,1,0,19.00%,31.00%,0.152,0.474,0.303,0.439,0.455,0.397,,168,-0.5,2.7,0.7,0.5
559,2022,Carson Kelly,ARI,104,354,7,40,35,2,8.20%,20.10%,0.123,0.247,0.211,0.282,0.334,0.275,,74,-0.4,-11,3.7,0.5
560,2022,James Outman,LAD,4,16,1,6,3,0,12.50%,43.80%,0.385,1,0.462,0.563,0.846,0.584,,289,0.6,4.1,0.1,0.5
561,2023,James McCann,BAL,70,226,6,25,26,3,4.00%,25.20%,0.155,0.274,0.222,0.269,0.377,0.279,,77,-0.7,-7,4.2,0.5
562,2022,César Hernández,WSN,147,617,1,64,34,10,7.30%,18.50%,0.07,0.309,0.248,0.311,0.318,0.283,,80,-0.8,-15.4,-0.8,0.5
563,2023,Matthew Batten,SDP,43,139,2,19,11,2,12.20%,21.60%,0.1,0.33,0.258,0.355,0.358,0.321,,106,1.4,2.4,-2.2,0.5
564,2023,Brian Anderson,MIL,96,361,9,38,40,1,10.00%,29.90%,0.142,0.309,0.226,0.31,0.368,0.299,,85,-2.8,-9.4,2,0.5
565,2022,Jason Vosler,SFG,36,111,4,14,12,1,9.00%,26.10%,0.204,0.333,0.265,0.342,0.469,0.349,,129,-0.3,3.4,-2.6,0.5
566,2023,Cristian Pache,PHI,48,95,2,12,11,2,10.50%,28.40%,0.179,0.327,0.238,0.319,0.417,0.32,,99,-0.6,-0.7,2.3,0.5
567,2023,Connor Wong,BOS,126,403,9,55,36,8,5.50%,33.30%,0.151,0.341,0.235,0.288,0.385,0.292,,78,1.1,-9.7,0.8,0.5
568,2022,Jake Cave,MIN,54,177,5,17,20,2,6.20%,27.70%,0.171,0.268,0.213,0.26,0.384,0.278,,81,0.9,-3,1.8,0.5
569,2023,Rougned Odor,SDP,59,157,4,21,18,2,10.80%,23.60%,0.152,0.247,0.203,0.299,0.355,0.291,,86,1.6,-1.2,0.6,0.5
570,2022,Victor Robles,WSN,132,407,6,42,33,15,4.20%,25.60%,0.087,0.292,0.224,0.273,0.311,0.26,,64,2.8,-14,4.8,0.5
571,2022,Jonathan India,CIN,103,431,10,48,41,3,7.20%,21.80%,0.13,0.305,0.249,0.327,0.378,0.314,,96,-1,-2.8,-7.3,0.5
572,2022,Royce Lewis,MIN,12,41,2,5,5,0,2.40%,12.20%,0.25,0.303,0.3,0.317,0.55,0.37,,146,0.2,2.3,0.8,0.5
573,2022,Brian Serven,COL,62,205,6,19,16,0,6.30%,21.50%,0.128,0.232,0.203,0.261,0.332,0.263,,52,-0.9,-12.4,9.9,0.5
574,2022,Sam Huff,TEX,44,132,4,9,10,1,8.30%,31.80%,0.132,0.333,0.24,0.303,0.372,0.296,,90,0.4,-1.2,1.4,0.5
575,2023,Pablo Reyes,BOS,64,185,2,27,20,7,7.60%,11.40%,0.09,0.315,0.287,0.339,0.377,0.315,,93,0.9,-0.7,-1,0.5
576,2022,Nolan Gorman,STL,89,313,14,44,35,1,8.90%,32.90%,0.194,0.301,0.226,0.3,0.42,0.316,,105,-0.1,1.8,-8,0.5
577,2023,Jorge Mateo,BAL,116,350,7,58,34,32,6.30%,23.40%,0.123,0.267,0.217,0.267,0.34,0.265,,67,4.3,-9.5,2.2,0.5
578,2022,Salvador Perez,KCR,114,473,23,48,76,0,3.80%,23.00%,0.211,0.285,0.254,0.292,0.465,0.324,,108,-3.2,0.9,-11.6,0.5
579,2022,Jorge Soler,MIA,72,306,13,32,34,0,10.10%,29.40%,0.193,0.256,0.207,0.295,0.4,0.305,,95,-0.8,-2.6,-3.5,0.5
580,2022,Curt Casali,2 Tms,57,176,5,20,17,0,13.60%,28.40%,0.128,0.263,0.203,0.318,0.331,0.295,,93,0.1,-1.3,-0.3,0.4
581,2023,Sean Bouchard,COL,21,43,4,11,7,0,9.30%,32.60%,0.368,0.381,0.316,0.372,0.684,0.432,,160,-0.4,2.8,0.2,0.4
582,2022,Bryan De La Cruz,MIA,115,355,13,38,43,4,5.40%,25.40%,0.179,0.304,0.252,0.294,0.432,0.313,,101,-1.2,-1,-6.8,0.4
583,2023,Robbie Grossman,TEX,115,420,10,56,49,1,13.60%,23.30%,0.156,0.292,0.238,0.34,0.394,0.323,,102,1.3,2.4,-12.2,0.4
584,2022,Jake Marisnick,PIT,31,82,2,9,6,2,4.90%,29.30%,0.156,0.314,0.234,0.272,0.39,0.283,,79,-0.5,-2.5,3.9,0.4
585,2022,Matt Reynolds,2 Tms,93,272,3,31,23,5,9.60%,28.70%,0.086,0.348,0.246,0.32,0.332,0.293,,82,0.3,-5.4,0.3,0.4
586,2023,Brandon Crawford,SFG,94,320,7,31,38,3,8.80%,25.30%,0.12,0.241,0.194,0.273,0.314,0.26,,63,0.9,-13.7,7.1,0.4
587,2022,Corey Dickerson,STL,97,297,6,28,36,0,4.00%,16.20%,0.132,0.301,0.267,0.3,0.399,0.303,,96,-0.4,-1.7,-4.2,0.4
588,2022,Oswald Peraza,NYY,18,57,1,8,2,2,10.50%,15.80%,0.122,0.359,0.306,0.404,0.429,0.371,,147,-0.7,2.3,-0.1,0.4
589,2023,Richie Palacios,STL,32,102,6,9,16,2,5.90%,10.80%,0.258,0.234,0.258,0.307,0.516,0.346,,120,0.4,2.8,-2,0.4
590,2023,Manuel Margot,TBR,99,336,4,39,38,9,5.40%,16.40%,0.113,0.306,0.264,0.31,0.376,0.299,,93,-1.7,-4.5,-2.7,0.4
591,2023,Victor Robles,WSN,36,126,0,15,8,8,8.70%,14.30%,0.065,0.36,0.299,0.385,0.364,0.338,,112,2.5,4.3,-4.3,0.4
592,2022,Austin Wynns,SFG,66,177,3,14,21,0,5.60%,21.50%,0.099,0.32,0.259,0.313,0.358,0.298,,94,-2.5,-3.7,1.8,0.4
593,2023,Forrest Wall,ATL,15,15,1,6,2,5,13.30%,26.70%,0.385,0.625,0.462,0.533,0.846,0.569,,265,1,4.1,-0.4,0.4
594,2023,Tim Locastro,NYM,43,67,2,13,3,6,4.50%,32.80%,0.161,0.344,0.232,0.338,0.393,0.327,,109,1.7,2.4,-0.4,0.4
595,2023,Eloy Jiménez,CHW,120,489,18,50,64,0,6.10%,19.00%,0.169,0.305,0.272,0.317,0.441,0.325,,105,-2.7,0.3,-12.7,0.4
596,2022,Darick Hall,PHI,42,142,9,19,16,0,3.50%,31.00%,0.272,0.301,0.25,0.282,0.522,0.343,,121,-0.5,2.9,-3.8,0.4
597,2023,Tyler Heineman,2 Tms,22,47,0,5,3,1,17.00%,17.00%,0.079,0.3,0.237,0.383,0.316,0.325,,107,1,1.3,1.2,0.4
598,2022,Johan Camargo,PHI,52,166,3,8,15,0,7.80%,22.30%,0.079,0.295,0.237,0.297,0.316,0.276,,75,0.6,-4.3,2.5,0.4
599,2023,Edward Olivares,KCR,107,385,12,47,36,11,5.70%,16.60%,0.189,0.289,0.263,0.317,0.452,0.329,,105,-0.6,1.6,-10.6,0.4
600,2023,Trevor Larnach,MIN,58,212,8,26,40,1,12.70%,34.00%,0.202,0.295,0.213,0.311,0.415,0.313,,99,0.6,0.5,-3.6,0.4
601,2022,Albert Almora Jr.,CIN,64,235,5,26,29,3,7.20%,19.60%,0.126,0.261,0.223,0.282,0.349,0.279,,73,-3,-10.5,6.4,0.4
602,2023,Billy McKinney,NYY,48,147,6,19,14,1,11.60%,26.50%,0.18,0.274,0.227,0.32,0.406,0.315,,101,0.7,0.9,-2,0.4
603,2022,Luis González,SFG,98,350,4,31,36,10,8.60%,21.40%,0.106,0.316,0.254,0.323,0.36,0.302,,97,0.6,-0.6,-7.4,0.4
604,2022,AJ Pollock,CHW,138,527,14,61,56,3,6.10%,18.60%,0.143,0.278,0.245,0.292,0.389,0.297,,92,-1.5,-6.3,-6.8,0.4
605,2022,Jesse Winker,SEA,136,547,14,51,53,0,15.40%,18.80%,0.125,0.251,0.219,0.344,0.344,0.313,,108,-4.3,0.7,-14.4,0.4
606,2023,Gio Urshela,LAA,62,228,2,22,24,3,4.40%,15.80%,0.075,0.346,0.299,0.329,0.374,0.307,,92,-1.7,-4,0.1,0.4
607,2023,Nick Martini,CIN,29,79,6,10,16,0,6.30%,19.00%,0.319,0.255,0.264,0.329,0.583,0.382,,136,-0.3,3.2,-2.1,0.4
608,2022,Alan Trejo,COL,35,125,4,15,17,1,4.00%,24.80%,0.153,0.337,0.271,0.312,0.424,0.321,,92,0.1,-1.1,0.6,0.4
609,2022,Enrique Hernández,BOS,93,402,6,48,45,0,8.50%,17.70%,0.116,0.257,0.222,0.291,0.338,0.28,,74,-0.7,-12.3,3.1,0.4
610,2023,Andruw Monasterio,MIL,92,315,3,38,27,7,8.90%,21.00%,0.089,0.326,0.259,0.33,0.348,0.302,,88,-3.2,-8.1,1.2,0.4
611,2022,Taylor Trammell,SEA,43,117,4,15,10,2,11.10%,28.20%,0.206,0.242,0.196,0.284,0.402,0.3,,99,-0.5,-0.6,0.5,0.4
612,2023,Gabriel Arias,CLE,122,345,10,36,26,3,8.10%,32.80%,0.143,0.29,0.21,0.275,0.352,0.276,,74,-1.7,-12.4,4.5,0.4
613,2023,Josh Bell,2 Tms,150,617,22,52,74,0,10.20%,21.70%,0.172,0.287,0.247,0.325,0.419,0.323,,105,-5,-1.4,-15.8,0.4
614,2023,Jace Peterson,2 Tms,134,430,6,35,37,15,10.90%,23.50%,0.096,0.27,0.211,0.304,0.307,0.275,,74,1.8,-11.6,0.7,0.4
615,2023,Alex Call,WSN,128,439,8,43,38,9,12.10%,17.80%,0.107,0.23,0.2,0.307,0.307,0.28,,73,0.3,-14.7,3.5,0.4
616,2023,Nick Loftin,KCR,19,68,0,10,10,2,5.90%,17.60%,0.113,0.392,0.323,0.368,0.435,0.348,,118,0.6,2,-0.6,0.4
617,2023,Garrett Mitchell,MIL,19,73,3,10,7,1,9.60%,35.60%,0.2,0.351,0.246,0.315,0.446,0.326,,103,0.5,0.8,0.4,0.4
618,2022,Nick Ahmed,ARI,17,54,3,7,7,0,3.70%,27.80%,0.212,0.265,0.231,0.259,0.442,0.302,,93,0.1,-0.4,2,0.4
619,2023,Riley Adams,WSN,44,158,4,8,21,0,7.00%,28.50%,0.203,0.368,0.273,0.331,0.476,0.344,,116,-0.4,2.7,-4.5,0.4
620,2022,Will Brennan,CLE,11,45,1,6,8,2,4.40%,8.90%,0.143,0.378,0.357,0.4,0.5,0.385,,157,0.4,3.3,-1.4,0.4
621,2023,Myles Straw,CLE,147,518,1,52,29,20,8.10%,18.70%,0.058,0.295,0.238,0.301,0.297,0.268,,69,4.2,-15,0.9,0.4
622,2023,Austin Wells,NYY,19,75,4,8,13,0,4.00%,18.70%,0.257,0.226,0.229,0.257,0.486,0.309,,97,-0.1,-0.3,1.3,0.4
623,2022,Drew Waters,KCR,32,109,5,14,18,0,11.00%,36.70%,0.24,0.353,0.24,0.324,0.479,0.347,,124,-0.2,2.8,-2.8,0.4
624,2022,Eric Hosmer,2 Tms,104,419,8,38,44,0,8.80%,15.30%,0.113,0.304,0.268,0.334,0.382,0.313,,105,-5.1,-2.6,-8.1,0.4
625,2023,Ryan McKenna,BAL,89,139,2,23,18,5,6.50%,28.80%,0.107,0.354,0.254,0.316,0.361,0.298,,90,0.6,-1,-0.3,0.3
626,2023,Ronny Mauricio,NYM,26,108,2,11,9,7,6.50%,28.70%,0.099,0.338,0.248,0.296,0.347,0.284,,80,2.1,-0.6,0.4,0.3
627,2022,Tyler Naquin,2 Tms,105,334,11,47,46,4,5.70%,27.80%,0.194,0.291,0.229,0.282,0.423,0.303,,93,2.3,-0.4,-7.7,0.3
628,2023,Garrett Cooper,2 Tms,123,457,17,42,61,0,6.80%,28.90%,0.168,0.324,0.251,0.304,0.419,0.313,,96,-4.1,-6.4,-5.7,0.3
629,2023,Reese McGuire,BOS,72,206,1,15,16,2,5.30%,25.70%,0.091,0.366,0.267,0.31,0.358,0.293,,78,-2.1,-7.5,3.9,0.3
630,2022,Triston Casas,BOS,27,95,5,11,12,1,20.00%,24.20%,0.211,0.208,0.197,0.358,0.408,0.344,,120,-1.1,1,-0.9,0.3
631,2022,James McCann,NYM,61,191,3,19,18,3,5.80%,24.10%,0.086,0.244,0.195,0.257,0.282,0.243,,57,0.3,-9.1,5.8,0.3
632,2022,Jake Meyers,HOU,52,160,1,13,15,2,4.40%,33.80%,0.087,0.344,0.227,0.269,0.313,0.258,,66,0.6,-5.6,3.6,0.3
633,2022,Edward Olivares,KCR,53,174,4,24,15,2,5.70%,20.70%,0.124,0.344,0.286,0.333,0.41,0.326,,109,0.5,2.3,-4.8,0.3
634,2022,Bubba Thompson,TEX,55,181,1,18,9,18,3.90%,30.90%,0.047,0.389,0.265,0.302,0.312,0.274,,74,3.6,-1.6,-1.1,0.3
635,2023,Sam Haggerty,SEA,52,108,1,13,5,10,13.90%,15.70%,0.088,0.301,0.253,0.364,0.341,0.321,,108,3,4,-4.6,0.3
636,2023,Oneil Cruz,PIT,9,40,1,7,4,3,17.50%,20.00%,0.125,0.292,0.25,0.375,0.375,0.335,,109,1.2,1.6,0.1,0.3
637,2023,Matt Thaiss,LAA,95,307,9,32,31,2,11.70%,27.00%,0.126,0.272,0.214,0.319,0.34,0.295,,84,-1.2,-7.2,-0.2,0.3
638,2022,Dalton Guthrie,PHI,14,28,1,3,5,1,21.40%,25.00%,0.143,0.462,0.333,0.5,0.476,0.437,,185,0.2,3,-1.1,0.3
639,2023,Paul DeJong,3 Tms,112,400,14,41,38,4,5.30%,30.30%,0.148,0.264,0.207,0.258,0.355,0.266,,66,-3.8,-20.4,9.8,0.3
640,2023,Jordan Luplow,2 Tms,39,90,2,11,5,2,13.30%,30.00%,0.117,0.292,0.208,0.322,0.325,0.29,,83,1.4,-0.4,0.3,0.3
641,2022,Andrew McCutchen,MIL,134,580,17,66,69,8,9.80%,21.40%,0.148,0.278,0.237,0.316,0.384,0.309,,98,-4.1,-5.5,-11.3,0.3
642,2022,Andrew Velazquez,LAA,125,349,9,37,28,17,4.30%,34.10%,0.109,0.274,0.196,0.236,0.304,0.239,,50,4.6,-15.2,6.8,0.3
643,2023,Greg Allen,NYY,22,28,1,6,1,3,7.10%,35.70%,0.261,0.333,0.217,0.333,0.478,0.349,,125,0.6,1.5,0.5,0.3
644,2022,Roman Quinn,2 Tms,44,87,0,15,7,4,8.00%,41.40%,0.089,0.395,0.215,0.287,0.304,0.266,,73,0.3,-2.5,2.4,0.3
645,2023,Jonny DeLuca,LAD,24,45,2,5,6,1,6.70%,17.80%,0.167,0.281,0.262,0.311,0.429,0.32,,102,0.4,0.5,0.9,0.3
646,2022,Raimel Tapia,TOR,128,433,7,47,52,8,3.70%,18.70%,0.114,0.315,0.265,0.292,0.38,0.293,,91,2,-2.3,-8.7,0.3
647,2022,Luke Williams,2 Tms,79,136,1,21,6,11,6.60%,32.40%,0.079,0.354,0.236,0.287,0.315,0.265,,68,1.1,-3.9,2.1,0.3
648,2022,LaMonte Wade Jr.,SFG,77,251,8,29,26,1,10.40%,20.30%,0.152,0.233,0.207,0.305,0.359,0.298,,94,0.8,-0.9,-4.8,0.3
649,2022,Brian Anderson,MIA,98,383,8,43,28,1,9.70%,26.40%,0.124,0.291,0.222,0.311,0.346,0.293,,87,-0.1,-5.9,-4.3,0.3
650,2023,Emmanuel Rivera,ARI,86,283,4,32,29,1,7.80%,19.80%,0.097,0.313,0.261,0.314,0.358,0.295,,83,-1.5,-7.4,0.7,0.3
651,2023,Adam Frazier,BAL,141,455,13,59,60,11,7.00%,14.90%,0.155,0.258,0.24,0.3,0.396,0.302,,93,2.1,-1.7,-10.9,0.3
652,2023,Xavier Edwards,MIA,30,84,0,12,3,5,3.60%,16.70%,0.038,0.359,0.295,0.329,0.333,0.295,,82,1.8,0,-0.1,0.3
653,2023,Miles Mastrobuoni,CHC,61,149,1,24,5,13,8.70%,21.50%,0.06,0.31,0.241,0.308,0.301,0.275,,71,3.6,-1.8,-0.5,0.3
654,2023,Enmanuel Valdez,BOS,49,149,6,17,19,5,5.40%,24.80%,0.187,0.323,0.266,0.311,0.453,0.328,,102,0.2,0.6,-3,0.3
655,2023,Jasson Domínguez,NYY,8,33,4,6,7,1,6.10%,24.20%,0.419,0.211,0.258,0.303,0.677,0.403,,162,0.3,2.7,-1.2,0.3
656,2022,Josh Lowe,TBR,52,198,2,24,13,3,7.60%,33.30%,0.122,0.336,0.221,0.284,0.343,0.276,,82,2.1,-1.8,-2,0.3
657,2022,Mitch Garver,TEX,54,215,10,23,24,1,10.70%,24.70%,0.197,0.228,0.207,0.298,0.404,0.308,,98,0.4,0,-4.4,0.3
658,2022,Jake Burger,CHW,51,183,8,20,26,0,5.50%,30.60%,0.208,0.324,0.25,0.302,0.458,0.327,,112,-1,1.5,-4.9,0.3
659,2022,Luke Voit,2 Tms,135,568,22,55,69,1,9.70%,31.50%,0.176,0.298,0.226,0.308,0.402,0.311,,103,-6.2,-4.4,-12.3,0.3
660,2023,Andrew Vaughn,CHW,152,615,21,67,80,0,5.90%,21.00%,0.171,0.299,0.258,0.314,0.429,0.321,,103,-6.1,-4,-14.3,0.3
661,2023,Corey Julks,HOU,93,323,6,35,33,15,6.80%,23.20%,0.107,0.306,0.245,0.297,0.352,0.286,,80,0.7,-7,-1.4,0.2
662,2023,Logan O'Hoppe,LAA,51,199,14,23,29,0,7.00%,24.10%,0.264,0.24,0.236,0.296,0.5,0.337,,113,-1.6,1.4,-5.7,0.2
663,2023,Trevor Story,BOS,43,168,3,12,14,10,5.40%,32.70%,0.114,0.29,0.203,0.25,0.316,0.249,,48,0.5,-10.1,6.8,0.2
664,2023,Grae Kessinger,HOU,26,45,1,3,1,0,11.10%,26.70%,0.125,0.259,0.2,0.289,0.325,0.275,,73,-0.6,-2.1,3,0.2
665,2023,Seby Zavala,2 Tms,73,193,7,17,18,1,6.20%,36.30%,0.143,0.23,0.171,0.23,0.314,0.239,,45,-1.3,-13.9,9.8,0.2
666,2023,Michael Stefanic,LAA,25,71,0,5,6,0,11.30%,11.30%,0.065,0.333,0.29,0.38,0.355,0.332,,109,-0.1,0.7,-0.7,0.2
